"Date","Price","Open","High","Low","Vol.","Change %"
"03/09/2023","3.9317","3.9346","3.9680","3.7792","","-0.09%"
"03/08/2023","3.9351","3.9312","3.9667","3.8516","","0.08%"
"03/07/2023","3.9318","4.1477","4.1533","3.8795","","-5.25%"
"03/06/2023","4.1496","4.1515","4.1600","4.1417","","-0.13%"
"03/03/2023","4.1550","4.2017","4.2417","4.0680","","-1.10%"
"03/02/2023","4.2013","4.3433","4.3439","4.1457","","-3.26%"
"03/01/2023","4.3429","4.3832","4.3895","4.2539","","-0.85%"
"02/28/2023","4.3801","4.3899","4.3982","4.2982","","-0.27%"
"02/27/2023","4.3919","4.4044","4.4163","4.3264","","-0.22%"
"02/24/2023","4.4015","4.4166","4.4309","4.3576","","-0.37%"
"02/23/2023","4.4180","4.4083","4.4314","4.3481","","0.26%"
"02/22/2023","4.4064","4.4057","4.4234","4.3260","","0.01%"
"02/21/2023","4.4057","4.3768","4.4295","4.3399","","0.70%"
"02/20/2023","4.3752","4.4186","4.4414","4.3526","","-0.93%"
"02/17/2023","4.4161","4.4134","4.4296","4.3675","","0.08%"
"02/16/2023","4.4127","4.4125","4.4362","4.3593","","0.06%"
"02/15/2023","4.4101","4.4060","4.4269","4.3517","","0.18%"
"02/14/2023","4.4021","4.4191","4.4542","4.3607","","-0.38%"
"02/13/2023","4.4191","4.4198","4.4455","4.3573","","-0.09%"
"02/10/2023","4.4232","4.4285","4.4618","4.3656","","-0.11%"
"02/09/2023","4.4282","4.4219","4.4644","4.3633","","0.14%"
"02/08/2023","4.4220","4.4177","4.4461","4.3776","","0.26%"
"02/07/2023","4.4106","4.4137","4.4395","4.3655","","-0.08%"
"02/06/2023","4.4139","4.4303","4.4469","4.3674","","-0.56%"
"02/03/2023","4.4386","4.4611","4.4833","4.3858","","-0.50%"
"02/02/2023","4.4611","4.4799","4.5058","4.3993","","-0.35%"
"02/01/2023","4.4767","4.4946","4.5117","4.4297","","0.32%"
"01/31/2023","4.4622","4.4854","4.5113","4.4291","","-0.61%"
"01/30/2023","4.4894","4.4637","4.5283","4.4417","","1.10%"
"01/27/2023","4.4406","4.4658","4.5216","4.4355","","-0.06%"
"01/26/2023","4.4432","4.4646","4.5336","4.4509","","0.09%"
"01/25/2023","4.4392","4.4607","4.5180","4.4441","","0.07%"
"01/24/2023","4.4361","4.4669","4.5198","4.4395","","-0.14%"
"01/23/2023","4.4424","4.5223","4.5663","4.4475","","-1.70%"
"01/20/2023","4.5192","4.5152","4.5443","4.4650","","0.05%"
"01/19/2023","4.5172","4.4696","4.5384","4.4574","","1.64%"
"01/18/2023","4.4444","4.4995","4.5335","4.4402","","-0.59%"
"01/17/2023","4.4708","4.4792","4.5142","4.4201","","-0.26%"
"01/16/2023","4.4823","4.5059","4.5075","4.4771","","-0.45%"
"01/13/2023","4.5027","4.5307","4.5307","4.4571","","-0.62%"
"01/12/2023","4.5309","4.4883","4.5309","4.4399","","0.93%"
"01/11/2023","4.4891","4.5023","4.5122","4.4099","","-0.29%"
"01/10/2023","4.5020","4.4716","4.5034","4.4087","","0.67%"
"01/09/2023","4.4719","4.4447","4.4819","4.4092","","1.36%"
"01/06/2023","4.4118","4.4247","4.4425","4.4151","","0.42%"
"01/05/2023","4.3934","4.4175","4.4639","4.3744","","0.08%"
"01/04/2023","4.3897","4.4153","4.4441","4.3709","","0.11%"
"01/03/2023","4.3849","4.4197","4.4593","4.3801","","0.02%"
"01/02/2023","4.3841","4.4454","4.4549","4.4142","","-1.29%"
"12/30/2022","4.4414","4.4149","4.4605","4.3885","","1.33%"
"12/29/2022","4.3832","4.4117","4.4580","4.3853","","-0.03%"
"12/28/2022","4.3845","4.4121","4.4549","4.3725","","0.06%"
"12/27/2022","4.3819","4.4209","4.4581","4.3847","","-0.19%"
"12/26/2022","4.3904","4.4156","4.4235","4.4117","","0.14%"
"12/23/2022","4.3841","4.4100","4.4523","4.3678","","0.25%"
"12/22/2022","4.3730","4.4129","4.4584","4.3741","","-0.14%"
"12/21/2022","4.3793","4.4180","4.4597","4.3713","","-0.33%"
"12/20/2022","4.3936","4.4198","4.4747","4.3731","","-0.48%"
"12/19/2022","4.4149","4.4398","4.4789","4.3980","","-0.61%"
"12/16/2022","4.4420","4.4349","4.4728","4.3684","","0.16%"
"12/15/2022","4.4351","4.4283","4.4897","4.3884","","0.82%"
"12/14/2022","4.3991","4.4598","4.4895","4.3970","","-1.36%"
"12/13/2022","4.4598","4.4458","4.4763","4.3871","","0.30%"
"12/12/2022","4.4467","4.4581","4.4761","4.3955","","-0.27%"
"12/09/2022","4.4588","4.4684","4.4953","4.3969","","-0.16%"
"12/08/2022","4.4659","4.4672","4.4956","4.3930","","-0.09%"
"12/07/2022","4.4699","4.4588","4.4714","4.4394","","0.33%"
"12/06/2022","4.4551","4.4870","4.5004","4.3811","","-0.72%"
"12/05/2022","4.4872","4.5352","4.5384","4.4505","","-0.84%"
"12/02/2022","4.5250","4.5401","4.5492","4.4878","","-0.38%"
"12/01/2022","4.5421","4.5409","4.5523","4.4922","","0.30%"
"11/30/2022","4.5285","4.5145","4.5353","4.4527","","0.58%"
